TiempoTotal,TimepError,ErrorX,Zero,ErrorY,Error,P,I,D,lr,fb,ud,yaw
518837014736838.00,0,39,0,-1,38,0.1,0.5,0,0,0,0,0
520489361936908.00,15.62084961,42,0,-5,37,0.1,0.5,0,0,0,0,3
522141709137103.00,0,43,0,-11,32,0.1,0.5,0,0,0,0,0
523794056337422.00,0,45,0,-14,31,0.1,0.5,0,0,0,0,2
525446403537851.00,0,46,0,-18,28,0.1,0.5,0,0,0,0,1
527098750738405.00,0,47,0,-21,26,0.1,0.5,0,0,0,0,1
528751097939068.00,0,50,0,-24,26,0.1,0.5,0,0,0,0,2
530403445139856.00,15.62158203,48,0,-25,23,0.1,0.5,0,0,0,0,0
532055792340800.00,0,50,0,-24,26,0.1,0.5,0,0,0,0,4
533708139541885.00,0,48,0,-21,27,0.1,0.5,0,0,0,0,3
535360486743126.00,0,47,0,-20,27,0.1,0.5,0,0,0,0,2
537012833944477.00,0,45,0,-17,28,0.1,0.5,0,0,0,0,3
538665181145952.00,0,45,0,-16,29,0.1,0.5,0,0,0,0,3
540317528347553.00,0,35,0,-19,16,0.1,0.5,0,0,0,0,-4
541969875549262.00,15.62036133,33,0,-20,13,0.1,0.5,0,0,0,0,0
543622222751097.00,0,30,0,-23,7,0.1,0.5,0,0,0,0,-2
545274569953041.00,0,28,0,-27,1,0.1,0.5,0,0,0,0,-2
546926917155110.00,0,25,0,-32,-7,0.1,0.5,0,0,0,0,-4
548579264357289.00,15.61889648,23,0,-37,-14,0.1,0.5,0,0,0,0,-4
550231611559592.00,0,21,0,-41,-20,0.1,0.5,0,0,0,0,-5
551883958762021.00,15.62060547,18,0,-50,-32,0.1,0.5,0,0,0,0,-9
553536305964574.00,0,17,0,-55,-38,0.1,0.5,0,0,0,10,-6
555188653167252.00,0,15,0,-59,-44,0.1,0.5,0,0,0,10,-7
556841000370071.00,0,13,0,-62,-49,0.1,0.5,0,0,0,10,-7
558493347573031.00,0,13,0,-62,-49,0.1,0.5,0,0,0,10,-4
560145694776131.00,0,12,0,-59,-47,0.1,0.5,0,0,0,10,-3
561798041979356.00,0,10,0,-58,-48,0.1,0.5,0,0,0,10,-5
563450389182721.00,15.61987305,8,0,-55,-47,0.1,0.5,0,0,0,10,-4
565102736386259.00,0,9,0,-50,-41,0.1,0.5,0,0,0,0,-1
566755083589937.00,0,6,0,-47,-41,0.1,0.5,0,0,0,0,-4
568407430793740.00,0,5,0,-44,-39,0.1,0.5,0,0,0,0,-2
570059777997683.00,0,4,0,-38,-34,0.1,0.5,0,0,0,0,0
571712125201752.00,0,3,0,-33,-30,0.1,0.5,0,0,0,0,-1
573364472405930.00,0,2,0,-30,-28,0.1,0.5,0,0,0,0,-1
575016819610233.00,15.62231445,2,0,-27,-25,0.1,0.5,0,0,0,0,-1
576669166814661.00,0,1,0,-23,-22,0.1,0.5,0,0,0,0,0
578321514019214.00,0,1,0,-23,-22,0.1,0.5,0,0,0,0,-2
579973861223892.00,0,3,0,-21,-18,0.1,0.5,0,0,0,0,0
581626208428679.00,15.62036133,3,0,-20,-17,0.1,0.5,0,0,0,0,-1
583278555633591.00,0,1,0,-22,-21,0.1,0.5,0,0,0,0,-4
